"","brand_hybrid","Yield","air.sig995_mean","air.sig995_variance","omega.sig995_mean","omega.sig995_variance","pres.sfc_mean","pres.sfc_variance","rhum.sig995_mean","rhum.sig995_variance","uwnd.sig995_mean","uwnd.sig995_variance","vwnd.sig995_mean"
"16","Catalyst-4685 3111",213.4945,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"17","Channel-202-64STXRIB",223.5236,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"18","Channel-209-53STXRIB",241.6468,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"19","Channel-211-24STXRIB",244.074,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"20","Cornelius-C574SS",237.5566,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"21","Cornelius-C576SS",235.4216,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"22","Cornelius-C594VT3P",224.5753,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"23","Cornelius-C602SS",234.4334,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"24","Cornelius-C621SS",243.4373,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"25","Cornelius-C655-3000GT",222.7285,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"26","Cornelius-C733SS",232.9924,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"27","Cornelius-C744SS",234.9544,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"28","DeKalb-DKC60-67RIB",251.9776,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"29","DeKalb-DKC62-08RIB",215.2567,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"30","DeKalb-DKC62-77RIB",230.9688,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"31","DeKalb-DKC63-33RIB",242.1251,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"32","DeKalb-DKC64-87RIB",233.3764,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"33","Dyna-Gro-D46SS46",245.6399,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"34","Dyna-Gro-D48SS38",232.6574,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"35","Dyna-Gro-D50SS43",235.5098,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"36","Hughes-5456 3000GT",239.2636,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"37","InVISION-FS 54ZX1 RIB",225.7276,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"38","InVISION-FS 56VX1 RIB",243.4083,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"39","InVISION-FS 57QX1 RIB",229.9603,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"40","InVISION-FS 60ZX1 RIB",231.2416,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"41","Merschman-M - 1406G - 14",224.6749,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"42","Merschman-M - 1407D - 14",237.2215,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"43","Merschman-M - 1408F - 15",242.4698,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"44","Merschman-M - 1504D - 14",228.7804,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"45","Merschman-M - 1508P - 12",210.5737,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"46","Miller-M01-41BRGA",240.4589,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"47","Miller-M07-65BRGV",231.4044,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"48","Miller-M67-85BR",237.9342,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"49","Munson-6642SS RIB",231.4989,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"50","Munson-6836VT3P RIB",228.4002,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"51","Munson-6892SS",236.7381,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"52","Munson-6914SS RIB",232.8435,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"53","Munson-7084SS",248.7331,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"54","Munson-7149SS",244.9741,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"55","Munson-7218VT3P",220.207,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"56","Munson-7252VT2P",234.1717,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"57","Munson-7322VT3P RIB",244.2401,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"58","Munson-7397SS RIB",220.7547,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"59","Munson-7400SS RIB",227.1196,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"60","Mycogen-2A627",238.9572,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"61","Mycogen-2C799",231.7901,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"62","Mycogen-2V709",208.6585,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"63","Mycogen-2Y669",241.9784,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"64","NuTech/G2 Genetics-5D-109™",233.1782,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"65","NuTech/G2 Genetics-5F-008™",239.1117,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"66","NuTech/G2 Genetics-5F-709™",250.7783,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"67","NuTech/G2 Genetics-5F-805™",239.1438,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"68","NuTech/G2 Genetics-5H-806™",254.0289,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"69","NuTech/G2 Genetics-5H-905",245.8166,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"70","NuTech/G2 Genetics-5V-0705",224.5855,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"71","NuTech/G2 Genetics-5Z-0801",230.6554,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"72","NuTech/G2 Genetics-5Z-0906",229.0411,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"73","NuTech/G2 Genetics-5Z-707™",234.2179,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"74","Phoenix-5552EZ**",212.6615,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"75","Power Plus-2V56 AMX",216.793,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"76","Power Plus-4G46 AMX",232.3301,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"77","Power Plus-4J95 AMX",256.0393,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"78","Power Plus-4Y27 AMX",232.7675,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"79","Power Plus-5C17 AMXT",260.1275,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"80","Power Plus-6P75 AMXT",243.8468,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"81","Renk-RK752SSTX",234.099,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"82","Renk-RK776SSTX",229.0825,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"83","Renk-RK791SSTX",227.9732,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"84","Renk-RK834SSTX",235.0389,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"85","Renk-RK860VT3P",227.2478,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"86","Roeschley-Rx03-35SS",226.4172,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"87","Roeschley-Rx215VT3P",239.8444,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"88","Steyer-10703 SS",243.6114,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"89","Steyer-10904 SS",227.3287,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"90","Steyer-11103 SS",225.5866,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"91","Stone-5418RIB",248.0219,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"92","Stone-5428RIB",227.3781,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"93","Stone-5628RIB",220.3237,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"94","Stone-5828RIB",240.5141,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"95","Stone-5838RIB",225.6726,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"96","Stone-6058RIB",235.6316,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"97","Stone-6148RIB",242.5253,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"98","Stone-6158RIB",230.2275,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"99","Stone-6258RIB",244.5836,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"100","Stone-6378RIB",237.5328,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"101","Sun Prairie-SP2488 GSS",232.633,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"102","Sun Prairie-SPX4412 GSS",252.5651,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"103","YIELDirect-5E58-RIB",225.7816,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"104","YIELDirect-5L33-RIB",242.3703,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"105","YIELDirect-5M83-RIB",255.9648,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"106","AgriGold-A6408VT3PRIB",244.4754,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"107","AgriGold-A6416STXRIB",266.9804,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"108","AgriGold-A6442STXRIB",261.0302,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"109","AgriGold-A6462STX",258.2374,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"110","AgriGold-A6499STXRIB",257.3897,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"111","AgriGold-A6533VT3PRIB",257.7478,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"112","AgriGold-A6559STXRIB",244.2241,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"113","Beck-5852D2",231.8611,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"114","Beck-XL 5131AMXT™*",258.2157,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"115","Beck-XL 5828AMX™*",282.1171,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"116","Beck-XL 5939AMXT™*",262.7754,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"117","Beck-XL 6175AMXT™*",240.8571,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"118","Beck-XL 6365AMX™*",250.4972,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"119","Burrus-6T54 3000GT",265.6161,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"120","Burrus-XP 5008 3122",252.4698,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"121","Catalyst-4685 3111",247.057,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"122","Channel-202-64STXRIB",229.3872,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"123","Channel-209-53STXRIB",254.1464,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"124","Channel-211-24STXRIB",239.3149,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"125","Cornelius-C574SS",261.9697,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
"126","Cornelius-C576SS",253.4368,290.691714796196,34.8324440593689,-0.0110820585578068,0.00454892485654508,98128.2744565217,291800.964026915,78.085597826087,264.794023587696,1.22595384314657,14.4936524168106,1.13763869716712
